Source Country,Name,Field Of Influence,Generation,Influence,Description
Cuba,Majandra Delfino,Arts/Entertainment,Second Generation or Higher,52330,"Maria Alejandra ""Majandra"" Delfino  is an Alma Award-nominated American actress and singer best known for her role as ""Maria DeLuca"" on Roswell, and as ""Jo Pye"" on the State of Georgia"
Cuba,Zenaida Manfugas,Arts/Entertainment,First Generation,51987,"Zenaida Manfugˆs  was a Cuban born, American naturalized pianist, considered to be one of the best Cuban pianists in history"
Cuba,Anitere Flores,Government,Second Generation or Higher,51578,"Anitere Flores  is a Republican member of the Florida Senate, a body in which she represents the 38th District"
Cuba,Zulima Farber,Government,First Generation,51446,Zulima Farber  is the former Attorney General of New Jersey and the first Latina  to serve as Acting Governor of New Jersey
Cuba,Paul Le Mat,Arts/Entertainment,Second Generation or Higher,50880,"Paul Le Mat  is an American actor who first came to prominence in the 1973 film American Graffiti, for which he won the Golden Globe Award for New Star Of The Year - Actor"
Cuba,Danny Pino,Arts/Entertainment,Second Generation or Higher,50625,"Daniel Gonzalo ""Danny"" Pino  is an American actor currently starring as Detective Nick Amaro in the long-running NBC legal drama, Law &amp; Order: Special Victims Unit"
Cuba,Nilo Cruz,Literature,First Generation,50506,Nilo Cruz  is a Cuban-American playwright and pedagogue
Cuba,Lola Falana,Arts/Entertainment,Second Generation or Higher,50310,"Loletha Elayne ""Lola"" Falana  is an American singer, dancer, and actress"
Cuba,Camila Cabello,Arts/Entertainment,First Generation,49914,"Karla Camila Cabello Estrabao /_k__mi_l__ _k__be_jo_/  , commonly referred to as Camila Cabello, ""Mila"", or ""Camz"", is an American singer who is a member of the girl group Fifth Harmony"
Cuba,Rene Capo,Sports,Second Generation or Higher,49805,Rene Capo  was a judoka from the United States who competed in the 1988 Summer Olympics and the 1996 Summer Olympics
Cuba,Danny Tartabull,Sports,Second Generation or Higher,49339,"Danilo Tartabull Mora , also known as Danny Tartabull, is a former right fielder in Major League Baseball"
Cuba,Faizon Love,Arts/Entertainment,First Generation,49319,Faizon Love  is an American actor and comedian
Cuba,Antonio Sacre,Literature,First Generation,49186,"Antonio Sacre  is an American bilingual storyteller, author and performance artist"
Cuba,Fats Navarro,Arts/Entertainment,Second Generation or Higher,48679,"Theodore ""Fats"" Navarro  was an American jazz trumpet player"
Cuba,Amy Serrano,Arts/Entertainment,First Generation,48635,"Amy Serrano  is a Cuban-American film maker, writer, humanitarian and poet"
Cuba,Jennifer Rodriguez,Sports,First Generation,48186,Jennifer Rodriguez  is a Cuban-American speed skater
Cuba,Lino Gutierrez,Government,Second Generation or Higher,47419,Lino Guti_rrez  is an American diplomat
Cuba,Francisco Aguabella,Arts/Entertainment,First Generation,47118,"Francisco Aguabella  is an Afro-Cuban master percussionist whose career spanned folkloric traditions, popular dance bands, and jazz"
Cuba,Laz Alonso,Arts/Entertainment,Second Generation or Higher,47112,"Lazaro ""Laz"" Alonso  is an American film and television actor"
Cuba,Barbara Bermudo,Media/Journalism,Second Generation or Higher,46972,"Bˆrbara Bermudo  is a Puerto Rican journalist and one of the eight cover subjects of the 2007 edition of People en Espa_ol's ""50 Most Beautiful People"""
Cuba,Eduardo Aguirre,Government,Second Generation or Higher,46461,"Eduardo Aguirre Reyes, Jr"
Cuba,Fernando Bujones,Arts/Entertainment,Second Generation or Higher,46416,Fernando Bujones  was an American danseur
Cuba,Jordi Vilasuso,Arts/Entertainment,First Generation,46241,"Jordi Alejandro Vilasuso  is a Cuban-American actor best known for originating the role of ""Tony Santos"" on the CBS soap opera, Guiding Light from August 2000 until August 2003"
Cuba,Manuel Barrueco,Arts/Entertainment,First Generation,45818,Manuel Barrueco   is a Cuban classical guitarist
Cuba,Rita de Acosta Lydig,Arts/Entertainment,First Generation,45788,"Rita Lydig  was an American socialite regarded as ""the most picturesque woman in America"
Cuba,Natalie Martinez,Arts/Entertainment,Second Generation or Higher,45716,Natalie Martinez  is an American actress and model
Cuba,Carmen Agra Deedy,Literature,Second Generation or Higher,45672,"Carmen Agra Deedy is an internationally known, award winning author of childrenês literature, storyteller and radio contributor"
Cuba,Ralph Alvarez,Business/Technology,First Generation,45566,Ralph çlvarez  is a Cuban-American businessman and the former President and Chief Operations Officer of McDonald's Corporation
Cuba,Joe Menendez,Arts/Entertainment,Second Generation or Higher,44912,Joe Menendez  is an American film and television director
Cuba,Kamar de los Reyes,Arts/Entertainment,Second Generation or Higher,44876,"Kamar de los Reyes  is a Puerto Rican American actor in theater, television, and film"
Cuba,Rafael Campo,Literature,Second Generation or Higher,44764,Rafael Campo Pomar  was President of El Salvador 12 February 1856 - 1 February 1858
Cuba,Roger Miret,Arts/Entertainment,Second Generation or Higher,44637,"Roger Miret  is the vocalist for New York Hardcore band Agnostic Front  as well as the street punk group Roger Miret and the Disasters, and the hardcore band The Alligators"
Cuba,Isabel Toledo,Arts/Entertainment,First Generation,44529,Isabel Toledo  is a Cuban-American fashion designer based in New York
Cuba,Damien Crosse,Arts/Entertainment,Second Generation or Higher,44355,Damien Crosse is an American gay pornographic film actor and magazine model
Cuba,Valerie Cruz,Arts/Entertainment,Second Generation or Higher,44326,Valerie Cruz  is an American actress
Cuba,Jackie Nespral,Media/Journalism,Second Generation or Higher,44148,"Jackie Nespral  is an American television anchor for WTVJ-TV, the NBC owned and operated station in Miami"
Cuba,Hugo Llorens,Government,Second Generation or Higher,44030,"Hugo Llorens  is an American diplomat, and the former United States Ambassador to Honduras "
Cuba,Jsu Garcia,Arts/Entertainment,First Generation,43954,"Jsu Garcia  is an American film and television actor, and film producer"
Cuba,Rey Ruiz,Arts/Entertainment,First Generation,43767,Rey Ruiz  is a salsa singer from Cuba
Cuba,Nil Lara,Arts/Entertainment,First Generation,43727,"Nil Lara  is a Cuban-American musician from Miami, Florida who is a singer, guitarist and songwriter, playing the tres, the six-stringed Cuban guitar, and the cuatro, a Venezuelan guitar"
Cuba,Bill Vidal,Government,Second Generation or Higher,43595,"Guillermo ""Bill"" Vidal  is an author, career civil servant, and a former mayor of Denver, Colorado"
Cuba,Mellow Man Ace,Arts/Entertainment,First Generation,43582,"Ulpiano Sergio Reyes , better known as Mellow Man Ace, and also known as Lord Sha'mel Allah, is an American rapper"
Cuba,Lucy Simon,Arts/Entertainment,Second Generation or Higher,43528,Lucy Simon  is an American composer for the theatre and popular songs
Cuba,Silverio Vega,Government,Second Generation or Higher,43403,
Cuba,Addys D'Mercedes,Arts/Entertainment,First Generation,43260,Addys Mercedes  is a Cuban pop and world music singer living in Germany and Spain
Cuba,Orlando Palmeiro,Sports,Second Generation or Higher,43208,Orlando Palmeiro  is a former Major League Baseball outfielder
Cuba,Alex Abella,Literature,First Generation,43181,Alex Abella  is an American author and journalist best known for his non-fiction works Soldiers of Reason: The RAND Corporation and the Rise of the American Empire  and Shadow Enemies: Hitler's Secret Terrorist Plot Against the United States 
Cuba,Ozzie Canseco,Sports,Second Generation or Higher,42969,"Osvaldo ""Ozzie"" Canseco Capas  is a former Major League Baseball player and the identical twin brother of former Major League Baseball player Jos_ Canseco"
Cuba,Emilio Cruz,Arts/Entertainment,Second Generation or Higher,42785,Emilio Antonio Cruz  was an African-American artist of Cuban descent who lived for most of his life in New York City
Cuba,Humberto Castro,Arts/Entertainment,First Generation,42455,Humberto Castro  is an important Cuban painter
Cuba,Niurka Marcos,Arts/Entertainment,First Generation,42266,"Niurka Marcos  is a Cuban-born singer, dancer, actress, and erotic model"
Cuba,Ellie Rodriguez,Media/Journalism,Second Generation or Higher,42209,"Eliseo RodrÍguez Delgado , is a former Major League Baseball catcher"
Cuba,Paul L. Cejas,Business/Technology,Second Generation or Higher,42170,"Paul L  Cejas , a native of Cuba who arrived in Miami, Florida in 1960, is chairman and chief executive officer of PLC Investments, Inc"
Cuba,Maggie Rodriguez,Media/Journalism,Second Generation or Higher,42024,"Margarita Dania Rodriguez  is a former co-anchor of the CBS television broadcast, The Early Show, from December 2007 to December 2010"
Cuba,Georg Stanford Brown,Arts/Entertainment,First Generation,41964,"Georg Stanford Brown  is a Cuban-American actor and director, perhaps best known as one of the stars of the ABC police television series The Rookies from 1972"
Cuba,Saundra Santiago,Arts/Entertainment,Second Generation or Higher,41929,Saundra Santiago  is an American actress
Cuba,The DeCastro Sisters,Arts/Entertainment,First Generation,41920,"The DeCastro Sisters was a female trio singing group: originally they consisted of Peggy DeCastro , Cherie DeCastro  and Babette DeCastro "
Cuba,Rolando Arrojo,Sports,Second Generation or Higher,41906,Luis Rolando Arrojo Avila  is a retired Major League Baseball pitcher who pitched from 1998 to 2002
Cuba,Olga Guillot,Arts/Entertainment,Second Generation or Higher,41829,Olga Guillot  was a Cuban singer who was known as the 'queen of bolero'
Cuba,Jorge M. Perez,Business/Technology,Second Generation or Higher,41784,Jorge M  P_rez  is an American real estate developer and author
Cuba,Willy Chirino,Arts/Entertainment,First Generation,41578,"Willy Chirino, born April 5, 1947 in Consolaci„n del Sur, Pinar del RÍo, Cuba, is an entertainer and singer in the salsa style"
Cuba,Eliot A. Jardines,Government,Second Generation or Higher,41323,Eliot A  Jardines was the first Assistant Deputy Director of National Intelligence for Open Source  in the United States
Cuba,Melissa Gallo,Arts/Entertainment,First Generation,41308,Melissa Fumero  is an American actress
Cuba,Olga Merediz,Arts/Entertainment,Second Generation or Higher,40451,"Olga Merediz is an American Broadway, TV, and film actress"
Cuba,Vinnie Chulk,Sports,Second Generation or Higher,40368,"Charles Vincent ""Vinnie"" Chulk  is a former Major League Baseball relief pitcher"
Cuba,Christopher Rojas,Arts/Entertainment,Second Generation or Higher,39751,"Christopher Rojas  is a multi-platinum composer, musician, songwriter, and record producer"
Cuba,Tessie Santiago,Arts/Entertainment,First Generation,39601,Tessie Santiago  is an American actress of Cuban and Spanish descent
Cuba,Ozzie Alfonso,Arts/Entertainment,Second Generation or Higher,39559,Ozzie Alfonso was the director and one of three Senior Producers of 3-2-1 Contact from season 2 to 8 when the series stopped production
Cuba,Henry Owens,Sports,Second Generation or Higher,39307,Henry Jay Owens  is an American former professional baseball player
Cuba,Jamie,Arts/Entertainment,Second Generation or Higher,39254,"Jamie, Jaime, Jay‚mi, Jaimee, Jamee, Ja'mie, Jamey, Jaymie, Jayme, Jey‚mi, Jeymi, Jeimy, Jeimi, or Jaymee is a name derived as a pet form of James"
Cuba,Doug Logan,Sports,First Generation,38956,"Douglas G  Logan has been a leader in the sports and entertainment industries, best known for his role as the first commissioner of the fledgling Major League Soccer in the late 1990s, and as CEO of USA Track &amp; Field from 2009-2010"
Cuba,Tom Llamas,Media/Journalism,Second Generation or Higher,38637,Tom Llamas  is an anchor and correspondent for ABC News based in New York
Cuba,Silvio Horta,Arts/Entertainment,Second Generation or Higher,38609,"Silvio Horta  is an American writer and producer most notable for adapting the hit Colombian telenovela Yo Soy Betty La Fea into the ABC series, Ugly Betty"
Cuba,Marco Rizo,Arts/Entertainment,First Generation,38521,"Marco Rizo Ayala  was a Cuban-born pianist, composer, and arranger"
Cuba,Eduardo Robreno,Government,Second Generation or Higher,38468,Eduardo C  Robreno  is an American jurist and the first Cuban-American to be appointed as a federal judge
Cuba,Marco Sanchez,Arts/Entertainment,Second Generation or Higher,38383,"Marco Sanchez  is an American actor, producer, and writer"
Cuba,David Fumero,Arts/Entertainment,First Generation,37865,David Fumero  is a Cuban-American actor and former male fashion model
