Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
China,Business/Technology,William Wang,50809,3.871325852,William Wang is a Taiwanese-born American entrepreneur,54
China,Arts/Entertainment,Flora Chan,50714,3.870163025,Flora Chan Wai-Shan was born in 30 May 1970 in Hong Kong,56
China,Arts/Entertainment,Zhou Long,50565,3.868334828,Zhou Long  is a Pulitzer-prize-winning Chinese American composer,64
China,Sports,Kevin Tan,50558,3.868248807,"Kai Wen ""Kevin"" Tan  is an American artistic gymnast",52
China,Other,Peidong Yang,50490,3.867412556,Peidong Yang  is a Chinese-born American chemist and material scientist,71
China,Arts/Entertainment,Dawen,50476,3.867240246,"Dawen , is an American born Mandopop singer-songwriter",54
China,Arts/Entertainment,Christine Chen,50463,3.867080202,"Christine L  Chen is a two-time Emmy Award winning American journalist, author of ""Happy-Go-Yoga"", certified Yoga instructor, and founder of Christine Chen Yoga",160
China,Government,Ronald Lew,50286,3.864897026,,0
China,Arts/Entertainment,Mimi So,50175,3.863523992,"Mimi So is a New York City based jewelry designer, known for a ""distinctive and definitive fashion vibe"" and a large celebrity clientele",136
China,Other,Taylor Wang,50120,3.862842533,"Taylor Gun-Jin Wang   is an American scientist and in 1985, became the first ethnic Chinese person to go into space",115
China,Other,Tyson Mao,49968,3.860955334,"Tyson Mao , is an American Rubik's Cube solver",46
China,Government,Brian Sun,49841,3.859374123,Brian Sun is an American trial lawyer and partner of the law firm Jones Day in the Los Angeles office,101
China,Other,Yuet Wai Kan,49754,3.858288603,"Yuet Wai Kan FRS  , is a Canadian and American medical scientist and physician",78
China,Arts/Entertainment,Kenneth Tse,49615,3.856550323,Kenneth Tse ___  is a Chinese American classical saxophonist,60
China,Arts/Entertainment,Sewell Chan,49587,3.856199576,Sewell Chan is an American journalist,37
China,Literature,Frank Chin,49508,3.855208901,Frank Chin   is an American author and playwright,49
China,Literature,Jade Snow Wong,49134,3.85049731,Jade Snow Wong   was a Chinese American ceramic artist and author of two memoirs,80
China,Literature,Gish Jen,49124,3.85037084,"Gish Jen, born Lillian Jen  in 1955, is a contemporary American writer",70
China,Arts/Entertainment,Lynn Chen,49039,3.849294804,Lynn Chen  is an American actress,33
China,Arts/Entertainment,Kaity Tong,48914,3.847709004,Kaity Tong  is a Chinese-born American broadcast journalist,59
China,Arts/Entertainment,Welly Yang,48865,3.847086265,"Wellington ""Welly"" Yang  is a real estate developer and designer, specializing in the development, redevelopment, and repositioning of luxury single-family, multi-family residential, condominiums, and commercial real estate",223
China,Other,Henry C. Lee,48379,3.840875675,"Dr  Henry Chang-Yu Lee  , is a Chinese-born American forensic scientist",71
China,Arts/Entertainment,Marie Matiko,48348,3.840477412,Marie Matiko  is an American actress,36
China,Arts/Entertainment,Garrett Wang,47002,3.822934205,Garrett Richard Wang   is an American actor,43
China,Arts/Entertainment,Tyrus Wong,46912,3.821743325,Tyrus Wong  is a Chinese-born American artist ,46
China,Arts/Entertainment,Robin Shou,46850,3.820921611,"Shou Wan Por , known professionally as Robin Shou, is a Hong Kong martial artist and actor",90
China,Literature,Xu Xi,46697,3.818889171,"Xu Xi , originally named Xu Su Xi , is an English language novelist from Hong Kong",82
China,Business/Technology,Kai Huang,46562,3.817090304,RedOctane was an American electronic entertainment company perhaps best known for producing the Guitar Hero series beginning in November 2005,141
China,Literature,Lisa See,46540,3.816796661,Lisa See is an American writer and novelist,43
China,Military,Hazel Ying Lee,46298,3.813557397,Hazel Ying Lee  was a Chinese-American pilot who flew for the U,63
China,Arts/Entertainment,Louis Ozawa Changchien,46170,3.811837215,"Louis Ozawa Changchien  is an American actor, best known for his role in the 2010 film Predators and 2012 The Bourne Legacy",123
China,Other,Paul Tseng,46071,3.810503487,"Paul Tseng was a Taiwanese-born American and Canadian applied mathematician and a professor at the Department of Mathematics at the University of Washington, in Seattle, Washington",180
China,Arts/Entertainment,Esther Eng,45988,3.809383101,"Esther Eng September 24, 1914 ",30
China,Sports,Mark Foo,45976,3.80922095,Mark Sheldon Foo  was a professional surfer,43
China,Other,Kjell N. Lindgren,45851,3.807529358,Kjell Norwood Lindgren is a current NASA astronaut,50
China,Other,Tung Hua Lin,45810,3.806973511,Tung Hua Lin  was a Chinese-American aerospace and structural engineer best known for designing China's first twin engine aircraft during World War II,150
China,Arts/Entertainment,Miranda Kwok,45700,3.805479754,"Miranda Kwok is an actress, screenwriter and film producer born in Toronto, Ontario, Canada",91
China,Other,Sherman Wu,45632,3.804554541,"Sherman Hsiu-huang Wu  was an American social activist and a former professor, whose experiences at Northwestern University brought the issue of discrimination against Asian Americans to the fore",195
China,Literature,Jean Kwok,45341,3.800579535,Jean Kwok is a contemporary Chinese American writer and the author of the national bestseller Girl in Translation,113
China,Arts/Entertainment,Eugenia Yuan,45281,3.799756775,Eugenia Yuan  is an actress,27
China,Government,Goo Kim Fui,45253,3.799372447,"Goo Kim Fui  was a prosperous and influential Chinese merchant, community leader, and philanthropist",100
China,Military,Coral Wong Pietsch,45188,3.798479339,Coral Wong Pietsch  was a Brigadier General in the United States Army Reserve,77
China,Government,Joyce Kennard,44547,3.78960248,Joyce Luther Kennard  is a former Associate Justice of the Supreme Court of California,86
China,Business/Technology,Ping Tom,44147,3.78399814,Ping Tom   was an American businessman and civic leader in Chicago,66
China,Arts/Entertainment,Larissa Lam,44029,3.782335158,"Larissa Lam is a singer, songwriter, Chinese American talk show host, music executive, actress, and producer from Diamond Bar, California",137
China,Literature,Anchee Min,43877,3.780186431,Anchee Min or Min Anqi  is a Chinese-American author who lives in San Francisco and Shanghai,92
China,Business/Technology,Ben Chiu,43831,3.779534691,Benjamin Chiu  is a Taiwanese-born American and Canadian computer programmer and entrepreneur,93
China,Other,Ming C. Lin,43675,3.777319337,"Ming C  Lin is an American computer scientist, the John R",57
China,Arts/Entertainment,Jessika Van,43674,3.777305111,"Jessika Van is an Asian American actress, as well as singer-songwriter, pianist and dancer",90
China,Arts/Entertainment,Mynette Louie,43594,3.776165935,Mynette Louie is an American film producer and winner of the 2013 Independent Spirit Awards Piaget Producers Award,114
China,Business/Technology,Dan Lin,43509,3.774953267,Dan Lin  is a Taiwanese-born American film producer,51
China,Government,George H. King,43480,3.774538992,George H  King  is the Chief Judge for the United States District Court for the Central District of California,110
China,Arts/Entertainment,Ke Huy Quan,43428,3.77379546,Jonathan Luke Ke Huy Quan  is a Vietnamese-born American actor,62
China,Arts/Entertainment,John Lone,43332,3.772420445,John Lone  is a Hong Kong-born American actor,45
China,Arts/Entertainment,Phillip Lim,43258,3.771358456,Phillip Lim  is an American fashion designer of Chinese descent,63
China,Arts/Entertainment,Carol Lin,43242,3.771128598,"Carol Lin is an American journalist, best known as the first television news anchor to break the news to a worldwide audience of the terrorist attacks on the United States on September 11, 2001, reporting for CNN",212
China,Arts/Entertainment,Tze Chun,43177,3.770193924,Tze Chun  is an award-winning American film director and writer,63
China,Government,Ming Chin,42845,3.765397844,Ming William Chin  is an Associate Justice of the Supreme Court of California,77
China,Arts/Entertainment,Vivienne Tam,42808,3.764861041,Vivienne Tam  is a fashion designer based in New York City,58
China,Arts/Entertainment,Veronica De La Cruz,42774,3.764367353,Veronica De La Cruz  is an American television news anchor,58
China,Arts/Entertainment,Melissa Ng,42628,3.76224293,Melissa Ng Mei-hang  is a semi-retired China-born Hong Kong television actress,78
China,Arts/Entertainment,Joanna Wang,42398,3.758881432,"Joanna Wang  is a Taiwanese-American singer-songwriter, daughter of renowned music producer Wang Zhi-ping ",106
China,Arts/Entertainment,Celina Jade,42199,3.755958257,"Celina Jade , is a Chinese[citation needed] American actress, model, and singer",79
China,Government,Mae Yih,42194,3.755884633,"Mae Yih , is a former member of both houses of the legislature of the U",71
China,Arts/Entertainment,Dan Kwong,42047,3.75371618,"Dan Kwong is an American performance artist, writer, teacher and visual artist",78
China,Literature,Victoria Chang,41929,3.751970025,Victoria Chang is an American poet and writer,45
China,Literature,David Wong Louie,41774,3.749668864,David Wong Louie  is an American writer of novels and short stories,67
China,Business/Technology,Lew Hing,41748,3.749282027,Lew Hing   was a Chinese-born American industrialist,52
China,Literature,Shawn Wong,41679,3.748254252,"Shawn Hsu Wong  is an author and Professor of English and former Director of the University Honors Program , Chair of the Department of English , and Director of the Creative Writing Program  at the University of Washington where he has been on the faculty since 1984",267
China,Other,Raymond Kwok Chow,41668,3.748090246,"Raymond Chow Kwok-cheung ; born 1960), nicknamed ""Shrimp Boy"", is a Hong Kong-born American criminal with ties to a San Francisco Chinatown street gang and an organized crime syndicate, including the American branch of the Hong Kong-based triad Wo Hop To and the Hop Sing Boys",276
China,Business/Technology,Sam Chang,41104,3.739622689,Shan Leong  Chang is an American businessman,44
China,Business/Technology,Tom Y. Chan,41008,3.738169839,Tom Young Chan Chinese: __; pinyin: Tán Zàn  was an American businessman and civic leader,89
China,Government,Alex Wan,40909,3.736668022,Alex Si-chi Wan  is an American politician,42
China,Arts/Entertainment,Byron Mann,40800,3.735010296,Byron Mann  is an actor who has made films in both Hollywood and Asia,69
China,Arts/Entertainment,Vern Yip,40768,3.734522784,"Vern Yip  is an American interior designer based in Atlanta, Georgia",68
China,Government,William F. Lee,40567,3.731451816,William F  Lee  is a leading American intellectual property and commercial litigation trial attorney,100
China,Other,Choh Hao Li,40455,3.729734022,Choh Hao Li    was a Chinese-born U,35
China,Business/Technology,Andrew Cherng,40113,3.724459029,"Andrew Cherng , born in 1948, is a Chinese-born American restauranteur and philanthropist",89
China,Arts/Entertainment,T. V. Carpio,39944,3.721835754,,0
China,Arts/Entertainment,Kiana Tom,39911,3.721322222,"Kiana Tom  is a television host, fitness expert, author, actress, and businesswoman",83
China,Other,William C. Hsiao,39890,3.720995207,"William C  Hsiao   an American economist, is the K",50
China,Government,Yiaway Yeh,39603,3.716508677,"Yiaway Yeh  is former city councilmember and mayor of Palo Alto, California",75
China,Sports,Lisa Wang,39594,3.716367459,Lisa Wang  was an American rhythmic gymnast,43
China,Arts/Entertainment,Jessica Yu,39385,3.713079007,"Jessica Lingmin Yu  is an American film director, writer, producer, and editor",78
China,Arts/Entertainment,Jeff Yang,39336,3.712305506,"Jeff Yang is an American writer, journalist, businessman, and business/media consultant who writes the ""Tao Jones"" column for the Wall Street Journal",149
China,Arts/Entertainment,Grace Wong,39220,3.710470511,Grace Wong Kwan-hing  is a Hong Kong television actress,55
