Source Country,Name,Field Of Influence,Generation,Influence,Description
South Korea,Will Yun Lee,Arts/Entertainment,First Generation,62141,Will Yun Lee  is an American actor
South Korea,Greg Pak,Arts/Entertainment,First Generation,62091,"Greg Pak is an American film director and comic book writer, known for his work on books published by Marvel Comics, including X-Treme X-Men and several titles featuring the Hulk"
South Korea,Mark L. Polansky,Religion,First Generation,61841,"Mark Lewis ""Roman"" Polansky  is an American aerospace engineer and research pilot and a former NASA astronaut"
South Korea,Dana Tai Soon Burgess,Arts/Entertainment,First Generation,61734,"Dana Tai Soon Burgess  is an internationally acclaimed choreographer, performance artist, and cultural figure"
South Korea,Jane Park,Sports,Second Generation or Higher,61416,Jane Park  is an American professional golfer who plays on the LPGA Tour
South Korea,Lena Park,Arts/Entertainment,First Generation,59614,"Lena Park , also known as Park Jung Hyun, is a Korean-American pop singer"
South Korea,Peter Sohn,Arts/Entertainment,Second Generation or Higher,58944,"Peter Sohn  is an American animator, voice actor, and storyboard artist at Pixar Animation Studios"
South Korea,Jim Paek,Sports,First Generation,58855,"Jim Paek   is a former professional ice hockey player, who is currently the director of hockey for the Korea Ice Hockey Association and head coach of the South Korean national team"
South Korea,Ki Hong Lee,Arts/Entertainment,Second Generation or Higher,58610,Lee Ki Hong  is a Korean-American actor
South Korea,Jae Lee,Arts/Entertainment,First Generation,58572,"Jae Lee  is a Korean American comic book artist known for his work for various publishers, including Marvel and DC Comics"
South Korea,Jiha Moon,Arts/Entertainment,Second Generation or Higher,58498,"Jiha Moon  is a contemporary artist who focuses on painting, printmaking, and sculptural ceramic objects"
South Korea,Peter S. Kim,Religion,First Generation,58335,
South Korea,Peter Chung,Arts/Entertainment,First Generation,57610,"Peter Kunshik Chung , is a Korean American animator"
South Korea,Justin Kan,Business/Technology,First Generation,57608,Justin Kan  is an American Internet entrepreneur and investor
South Korea,Liz Lee,Arts/Entertainment,First Generation,57248,"My Life as Liz is a mockumentary-style American comedy television series that centers on the life of Liz Lee, a misfit high-school senior living in a small town in Texas"
South Korea,Tony An,Arts/Entertainment,First Generation,56875,Tony An   is a South Korean singer best known for being part of the popular K-pop boy band H
South Korea,Bobby Lee,Arts/Entertainment,First Generation,56695,"Bobby Lee  is an American actor and comedian best known as a cast member on Mad TV from 2001 to 2009 and for his roles in the films Harold &amp; Kumar Go to White Castle, Pineapple Express and The Dictator"
South Korea,Judy Joo,Arts/Entertainment,First Generation,56616,Judy Joo  is an American professional chef and television personality
South Korea,Bong Soo Han,Arts/Entertainment,First Generation,56523,"Han Bong-Soo , also known as Bong Soo Han, was a martial arts instructor, author, the founder of the International Hapkido Federation, and one of the foremost practitioners of hapkido through his participation in books, magazine articles, and popular films featuring this Korean martial art"
South Korea,David Choe,Arts/Entertainment,First Generation,56237,"David Choe  is an American figure painter, muralist, graffiti artist and graphic novelist of Korean descent"
South Korea,Kevin Na,Sports,First Generation,56039,Kevin Sangwook Na  is a Korean American professional golfer currently playing on the PGA Tour
South Korea,Eugene Chung,Sports,First Generation,55315,"Eugene Yon Chung  is a former American football offensive lineman, who played in the National Football League from 1992 to 1997"
South Korea,Justin Chon,Arts/Entertainment,First Generation,55137,Justin Jitae Chon  is an American actor
South Korea,Denyce Lawton,Arts/Entertainment,First Generation,54793,Denise-Marie Lawton   is a Korean-born American actress known as Denyce Lawton
South Korea,Ahn Trio,Arts/Entertainment,First Generation,54568,"The Ahn Trio is a classical piano trio composed of three sisters: Angella , Lucia  and Maria  Ahn"
South Korea,Clara Chung,Arts/Entertainment,First Generation,54556,"Clara Chung, known by her stage name Clara C, is an American guitarist and singer"
South Korea,Dumbfoundead,Arts/Entertainment,Second Generation or Higher,54269,"Jonathan Park  , better known by his stage name Dumbfoundead, or currently Parker, is a Korean-American entertainer"
South Korea,Randall Duk Kim,Arts/Entertainment,Second Generation or Higher,54107,"Randall Duk Kim  is a Korean-American stage, television and film actor"
South Korea,Hoon,Government,Second Generation or Higher,53973,"Hoon is a term used in Australia and New Zealand, to refer to anyone who engages in loutish, anti-social behaviours"
South Korea,Sam Yoon,Government,First Generation,53820,Sam Yoon  is a former at-large member of the Boston City Council
South Korea,Rick Yune,Arts/Entertainment,First Generation,53810,"Rick Yune  is an American actor, screenwriter, producer, martial artist and former model"
South Korea,Megan Lee,Arts/Entertainment,Second Generation or Higher,53396,"Megan Lee  is an American singer, songwriter, and actress most known for her singing talents on YouTube"
South Korea,James Sun,Arts/Entertainment,First Generation,53076,"James Sun  is an entrepreneur, television host, and public speaker"
South Korea,Jay Kim,Government,Second Generation or Higher,52955,Chang Joon _Jay” Kim   is a former member of the U
South Korea,Son Hoyoung,Arts/Entertainment,Second Generation or Higher,52810,"Son Hoyoung  is a Korean American singer, known for being part of the popular group g"
South Korea,Angela Park,Sports,Second Generation or Higher,51149,Angela Park  is a Brazilian-American professional golfer who played on the LPGA Tour
South Korea,Young Jean Lee,Literature,First Generation,50994,"Young Jean Lee is a Brooklyn-based playwright, director, and filmmaker"
South Korea,Sukhee Kang,Government,First Generation,50134,
South Korea,Monica Youn,Literature,First Generation,49965,Monica Youngna Youn is an American poet and lawyer
South Korea,Joon Yun,Religion,First Generation,49660,"Anthony Joonkyoo _Joon” Yun  is a Korean-American physician, hedge fund manager, and investor"
South Korea,John Huh,Sports,First Generation,49638,John Huh  is an American professional golfer who plays on the PGA Tour
South Korea,Jae Chong,Arts/Entertainment,First Generation,49446,Jae Chong  is a musician and producer known for his works in the Asian music scene
South Korea,Sung Won Sohn,Business/Technology,First Generation,49395,"Sung Won Sohn  is a Korean American economist, noted for his skill in economic forecasting"
South Korea,Tim Kang,Arts/Entertainment,First Generation,49023,Tim Kang  is an American television and film actor
South Korea,Sung Kang,Arts/Entertainment,First Generation,48935,"Sung Kang  is an American actor, best known for his role Han in the film Better Luck Tomorrow and Han Seoul-Oh in The Fast and the Furious franchise"
South Korea,Younghill Kang,Literature,First Generation,48891,Younghill Kang  was an important early Asian American writer
South Korea,Cathy Song,Literature,First Generation,48541,Cathy Song  is an American poet
South Korea,Naomi Nari Nam,Sports,First Generation,48518,"Naomi Nari Nam , is an American figure skater who competed in both single skating and pair skating"
South Korea,Will Demps,Sports,First Generation,48313,
South Korea,James Kyson Lee,Arts/Entertainment,First Generation,47989,James Kyson  is a South Korean-born American actor best known for portraying the Japanese character Ando Masahashi on the NBC television series Heroes
South Korea,Richard E. Kim,Literature,First Generation,47755,Richard Eun Kook Kim  was a Korean
South Korea,Nosaj Thing,Arts/Entertainment,First Generation,47509,"Nosaj Thing  is an American electronic musician based in Los Angeles, California"
South Korea,Ricky Lee Neely,Arts/Entertainment,First Generation,47411,"Ricky Lee Neely, known professionally as Ricky Kim , is an American model and actor"
South Korea,Simon Cho,Sports,First Generation,47315,Simon Cho  is an American short track speed skater who was a member of the US Olympic Team for the 2010 Winter Olympics in Vancouver
South Korea,Brian Tee,Arts/Entertainment,First Generation,47238,"Brian Tee  is an American actor, best known for his role as D"
South Korea,Liz Cho,Media/Journalism,First Generation,47051,Liz Cho is a local news anchor at WABC-TV in New York City
South Korea,Mike Park,Arts/Entertainment,First Generation,46926,Mike Park is a Korean American musician and progressive activist
South Korea,Howard Koh,Religion,First Generation,46131,Howard Kyongju Koh  is the former United States Assistant Secretary for Health for the U
South Korea,Ronald Moon,Government,Second Generation or Higher,46081,
South Korea,Aaron Yoo,Arts/Entertainment,First Generation,46056,Aaron Yoo  is an American actor
South Korea,Paull Shin,Government,First Generation,45996,"Paull Shin  was a member of the Washington State Senate, the first Korean American ever elected to the Washington State Legislature"
South Korea,Stephen Sohn,Arts/Entertainment,First Generation,45908,Stephen Sohn  is a Korean American model
South Korea,Linda Park,Arts/Entertainment,First Generation,45800,Linda Park  is a South Korean-born American actress
South Korea,Jun Choi,Government,First Generation,45767,"Jun H  Choi  is an American politician and the former Mayor of Edison, New Jersey, a community of over 100,000 people and the fifth largest municipality in the state"
South Korea,Steve Byrne,Arts/Entertainment,First Generation,45644,Steve Byrne  is an American stand-up comedian and actor
South Korea,Jacqueline Kim,Arts/Entertainment,First Generation,45626,"Jacqueline Joan Kim  is an American writer, actress, filmmaker and composer"
South Korea,Victor Cha,Religion,Second Generation or Higher,45579,"Victor D  Cha is an American academic, author and former national foreign policy advisor"
South Korea,C.S. Lee,Arts/Entertainment,First Generation,45484,
South Korea,Michelle Park Steel,Government,First Generation,45105,Michelle Eunjoo Park Steel  is an American Republican government official
South Korea,Toby Dawson,Sports,First Generation,44522,Toby Dawson  is an American retired mogul skier
South Korea,Fred Ohr,Military,First Generation,44380,Fred Ohr  is an American World War II ace with 6 aerial victories and 17 ground victories
South Korea,Young Woo Kang,Government,Second Generation or Higher,44245,"Young Woo Kang  was a disability rights advocate, author, and speaker"
South Korea,Kah Kyung Cho,Literature,Second Generation or Higher,44048,Kah Kyung Cho  is an American philosopher
South Korea,Daul Kim,Arts/Entertainment,First Generation,43612,"Kim Daul  was an international South Korean fashion model, Painter and blogger"
South Korea,Sook Nyul Choi,Literature,First Generation,43142,Sook Nyul Choi  is a Korean American children's storybook author
South Korea,Suchin Pak,Media/Journalism,First Generation,43120,"SuChin Pak  is a South Korean-born American television news correspondent, frequently appearing on the cable networks of MTV"
South Korea,Eunice Yoon,Media/Journalism,First Generation,42840,Eunice Yoon is an American television journalist
South Korea,Mike Kim,Literature,First Generation,42816,"Mike Kim  is an author, consultant, inspirational speaker, NGO founder, and North Korea specialist based in Los Angeles"
South Korea,Suzanne Whang,Arts/Entertainment,First Generation,42787,"Suzanne Whang  is an American television host, actor, comedian, radio host, published author, minister, writer, producer, and political activist"
South Korea,Minsoo Kang,Literature,First Generation,42732,Minsoo Kang  is a historian and writer
South Korea,Susan Ahn Cuddy,Military,First Generation,42587,Susan Ahn Cuddy  is the first female gunnery officer in the United States Navy
